lcl|CP094940.1_prot_UOM46722.1_2	2.7.7.7
lcl|CP094940.1_prot_UOM48948.1_2407	3.2.1.1
lcl|CP094940.1_prot_UOM48948.1_2407	5.4.99.16
lcl|CP094940.1_prot_UOM48964.1_2424	1.11.1.21
lcl|CP094940.1_prot_UOM48968.1_2428	3.4.16.4
lcl|CP094940.1_prot_UOM48969.1_2429	6.3.5.2
lcl|CP094940.1_prot_UOM48973.1_2433	1.3.3.11
lcl|CP094940.1_prot_UOM48975.1_2436	3.4.13.19
lcl|CP094940.1_prot_UOM48981.1_2442	4.1.1.86
lcl|CP094940.1_prot_UOM48982.1_2443	2.6.1.76
lcl|CP094940.1_prot_UOM48986.1_2447	3.5.99.2
lcl|CP094940.1_prot_UOM48988.1_2451	4.2.1.44
lcl|CP094940.1_prot_UOM48990.1_2453	2.7.7.65
lcl|CP094940.1_prot_UOM48991.1_2454	3.5.4.3
lcl|CP094940.1_prot_MUB43_12555_2457	5.1.99.3
lcl|CP094940.1_prot_UOM48994.1_2458	3.5.1.104
lcl|CP094940.1_prot_UOM48994.1_2458	3.5.1.41
lcl|CP094940.1_prot_UOM48994.1_2458	3.5.2.5
lcl|CP094940.1_prot_UOM48998.1_2462	5.4.2.12
lcl|CP094940.1_prot_UOM49000.1_2467	6.3.5.2
lcl|CP094940.1_prot_UOM49003.1_2472	2.3.1.179
lcl|CP094940.1_prot_UOM49008.1_2477	1.2.1.11
lcl|CP094940.1_prot_UOM49011.1_2480	3.5.1.84
lcl|CP094940.1_prot_UOM49011.1_2480	6.3.5.6
lcl|CP094940.1_prot_UOM49011.1_2480	6.3.5.7
lcl|CP094940.1_prot_UOM49013.1_2482	2.3.2.2
lcl|CP094940.1_prot_UOM49013.1_2482	3.4.19.13
lcl|CP094940.1_prot_UOM49018.1_2487	3.6.3.21
lcl|CP094940.1_prot_UOM49019.1_2488	2.6.1.112
lcl|CP094940.1_prot_UOM49020.1_2489	3.5.3.9
lcl|CP094940.1_prot_UOM49021.1_2490	1.3.1.9
lcl|CP094940.1_prot_UOM49033.1_2503	2.7.1.194
lcl|CP094940.1_prot_UOM49034.1_2504	2.7.1.194
lcl|CP094940.1_prot_UOM49035.1_2505	2.7.1.194
lcl|CP094940.1_prot_UOM49037.1_2507	2.7.1.202
lcl|CP094940.1_prot_UOM49038.1_2508	2.7.1.202
lcl|CP094940.1_prot_UOM49044.1_2514	3.1.1.81
lcl|CP094940.1_prot_UOM49046.1_2516	3.5.1.18
lcl|CP094940.1_prot_UOM49198.1_2520	3.6.3.17
lcl|CP094940.1_prot_UOM49052.1_2523	2.7.1.15
lcl|CP094940.1_prot_UOM49054.1_2525	3.5.99.2
lcl|CP094940.1_prot_UOM49200.1_2530	2.7.13.3
lcl|CP094940.1_prot_UOM49063.1_2536	3.1.1.17
lcl|CP094940.1_prot_UOM49066.1_2539	1.2.1.12
lcl|CP094940.1_prot_UOM49074.1_2547	4.1.2.4
lcl|CP094940.1_prot_UOM44413.1_2552	4.4.1.5
lcl|CP094940.1_prot_UOM44414.1_2553	6.2.1.3
lcl|CP094940.1_prot_UOM44415.1_2554	2.8.3.1
lcl|CP094940.1_prot_UOM44416.1_2555	1.1.1.100
lcl|CP094940.1_prot_UOM44417.1_2556	2.3.1.9
lcl|CP094940.1_prot_UOM44419.1_2558	3.1.1.15
lcl|CP094940.1_prot_UOM44421.1_2560	2.7.1.165
lcl|CP094940.1_prot_UOM44423.1_2562	1.1.1.31
lcl|CP094940.1_prot_UOM44427.1_2566	2.7.1.199
lcl|CP094940.1_prot_UOM44427.1_2566	2.7.1.208
lcl|CP094940.1_prot_UOM44428.1_2567	3.2.1.122
lcl|CP094940.1_prot_UOM44428.1_2567	3.2.1.86
lcl|CP094940.1_prot_UOM44437.1_2576	3.4.11.18
lcl|CP094940.1_prot_UOM44444.1_2583	2.7.11.1
lcl|CP094940.1_prot_UOM44445.1_2585	3.5.2.17
lcl|CP094940.1_prot_UOM44446.1_2586	4.1.1.97
lcl|CP094940.1_prot_UOM44448.1_2588	1.14.13.113
lcl|CP094940.1_prot_UOM44451.1_2591	1.14.13.239
lcl|CP094940.1_prot_MUB43_13275_2601	1.13.12.16
lcl|CP094940.1_prot_UOM44462.1_2604	3.4.21.26
lcl|CP094940.1_prot_UOM44465.1_2607	2.1.1.144
lcl|CP094940.1_prot_UOM44466.1_2608	4.1.1.44
lcl|CP094940.1_prot_UOM44470.1_2615	1.1.1.57
lcl|CP094940.1_prot_UOM44470.1_2615	1.1.1.58
lcl|CP094940.1_prot_UOM44472.1_2617	2.7.7.65
lcl|CP094940.1_prot_UOM44474.1_2619	3.5.1.2
lcl|CP094940.1_prot_UOM44475.1_2620	1.2.1.16
lcl|CP094940.1_prot_UOM44475.1_2620	1.2.1.20
lcl|CP094940.1_prot_UOM44475.1_2620	1.2.1.24
lcl|CP094940.1_prot_UOM44475.1_2620	1.2.1.79
lcl|CP094940.1_prot_UOM44478.1_2623	1.1.1.27
lcl|CP094940.1_prot_UOM44480.1_2625	1.1.1.408
lcl|CP094940.1_prot_UOM44480.1_2625	1.1.1.409
lcl|CP094940.1_prot_UOM44481.1_2626	2.7.1.219
lcl|CP094940.1_prot_UOM44481.1_2626	2.7.1.220
lcl|CP094940.1_prot_UOM44483.1_2628	4.3.3.7
lcl|CP094940.1_prot_UOM44484.1_2629	1.1.1.399
lcl|CP094940.1_prot_UOM44484.1_2629	1.1.1.95
lcl|CP094940.1_prot_UOM44500.1_2646	2.1.1.14
lcl|CP094940.1_prot_UOM44505.1_2652	3.2.1.23
lcl|CP094940.1_prot_UOM44509.1_2656	3.5.2.6
lcl|CP094940.1_prot_UOM44511.1_2658	1.1.1.411
lcl|CP094940.1_prot_UOM44512.1_2659	2.7.1.217
lcl|CP094940.1_prot_UOM44512.1_2659	2.7.1.219
lcl|CP094940.1_prot_UOM44512.1_2659	2.7.1.220
lcl|CP094940.1_prot_UOM44513.1_2660	4.1.1.104
lcl|CP094940.1_prot_UOM44514.1_2661	5.3.1.35
lcl|CP094940.1_prot_UOM44527.1_2677	3.4.15.5
lcl|CP094940.1_prot_UOM44528.1_2678	1.1.1.313
lcl|CP094940.1_prot_UOM44528.1_2678	1.1.1.381
lcl|CP094940.1_prot_UOM44531.1_2681	1.1.1.57
lcl|CP094940.1_prot_UOM44534.1_2685	2.3.1.57
lcl|CP094940.1_prot_UOM44537.1_2688	1.8.5.3
lcl|CP094940.1_prot_UOM44537.1_2688	1.97.1.9
lcl|CP094940.1_prot_UOM44542.1_2693	6.3.3.3
lcl|CP094940.1_prot_UOM44546.1_2698	3.4.17.19
lcl|CP094940.1_prot_UOM44553.1_2705	2.3.1.187
lcl|CP094940.1_prot_UOM44554.1_2706	2.4.2.52
lcl|CP094940.1_prot_UOM44556.1_2708	4.1.1.87
lcl|CP094940.1_prot_UOM44557.1_2709	4.1.1.87
lcl|CP094940.1_prot_MUB43_13825_2711	2.7.7.66
lcl|CP094940.1_prot_UOM44559.1_2712	2.3.1.39
lcl|CP094940.1_prot_UOM49210.1_2714	1.1.5.4
lcl|CP094940.1_prot_UOM44561.1_2715	4.2.1.126
lcl|CP094940.1_prot_UOM44563.1_2717	2.7.13.3
lcl|CP094940.1_prot_UOM44565.1_2719	2.7.1.180
lcl|CP094940.1_prot_UOM44566.1_2720	1.3.5.4
lcl|CP094940.1_prot_UOM44568.1_2722	4.2.1.2
lcl|CP094940.1_prot_UOM44570.1_2724	4.1.1.44
lcl|CP094940.1_prot_UOM44571.1_2725	3.1.1.24
lcl|CP094940.1_prot_UOM44571.1_2725	4.1.1.44
lcl|CP094940.1_prot_UOM44572.1_2726	5.5.1.2
lcl|CP094940.1_prot_UOM49211.1_2727	2.3.1.16
lcl|CP094940.1_prot_UOM49211.1_2727	2.3.1.174
lcl|CP094940.1_prot_UOM49211.1_2727	2.3.1.223
lcl|CP094940.1_prot_UOM49211.1_2727	2.3.1.9
lcl|CP094940.1_prot_UOM44573.1_2728	2.8.3.6
lcl|CP094940.1_prot_UOM44574.1_2729	2.8.3.5
lcl|CP094940.1_prot_UOM44574.1_2729	2.8.3.6
lcl|CP094940.1_prot_UOM44614.1_2773	3.1.22.4
lcl|CP094940.1_prot_UOM44615.1_2774	2.1.1.72
lcl|CP094940.1_prot_UOM44628.1_2788	2.1.1.63
lcl|CP094940.1_prot_UOM44631.1_2792	1.6.1.2
lcl|CP094940.1_prot_UOM44632.1_2793	1.6.1.2
lcl|CP094940.1_prot_UOM44636.1_2797	1.5.1.3
lcl|CP094940.1_prot_UOM44636.1_2797	1.5.1.33
lcl|CP094940.1_prot_UOM44636.1_2797	1.5.1.50
lcl|CP094940.1_prot_UOM44640.1_2801	2.7.13.3
lcl|CP094940.1_prot_UOM44642.1_2803	4.2.1.2
lcl|CP094940.1_prot_UOM44643.1_2805	4.2.1.2
lcl|CP094940.1_prot_UOM44644.1_2806	5.3.1.8
lcl|CP094940.1_prot_UOM44647.1_2809	2.7.1.199
lcl|CP094940.1_prot_UOM44647.1_2809	2.7.1.208
lcl|CP094940.1_prot_UOM44648.1_2810	4.4.1.8
lcl|CP094940.1_prot_UOM44656.1_2819	1.2.1.12
lcl|CP094940.1_prot_UOM44657.1_2820	1.2.1.21
lcl|CP094940.1_prot_UOM44657.1_2820	1.2.1.22
lcl|CP094940.1_prot_UOM44662.1_2825	3.5.1.96
lcl|CP094940.1_prot_UOM44663.1_2826	3.5.3.23
lcl|CP094940.1_prot_UOM44664.1_2827	1.2.1.71
lcl|CP094940.1_prot_UOM49215.1_2828	2.3.1.109
lcl|CP094940.1_prot_UOM44665.1_2829	2.6.1.11
lcl|CP094940.1_prot_UOM44665.1_2829	2.6.1.17
lcl|CP094940.1_prot_UOM44665.1_2829	2.6.1.81
lcl|CP094940.1_prot_UOM44667.1_2831	1.4.1.3
lcl|CP094940.1_prot_UOM44667.1_2831	1.4.1.4
lcl|CP094940.1_prot_UOM49216.1_2839	3.6.4.13
lcl|CP094940.1_prot_UOM44678.1_2844	6.2.1.30
lcl|CP094940.1_prot_UOM44679.1_2845	2.3.1.16
lcl|CP094940.1_prot_UOM44679.1_2845	2.3.1.174
lcl|CP094940.1_prot_UOM44679.1_2845	2.3.1.223
lcl|CP094940.1_prot_UOM44679.1_2845	2.3.1.9
lcl|CP094940.1_prot_UOM44681.1_2847	1.1.1.157
lcl|CP094940.1_prot_UOM44682.1_2848	5.3.3.18
lcl|CP094940.1_prot_UOM44683.1_2849	4.2.1.17
lcl|CP094940.1_prot_UOM44685.1_2852	1.14.13.149
lcl|CP094940.1_prot_UOM44687.1_2854	1.14.13.149
lcl|CP094940.1_prot_UOM44688.1_2855	1.2.1.91
lcl|CP094940.1_prot_UOM44688.1_2855	3.3.2.12
lcl|CP094940.1_prot_UOM44689.1_2856	1.4.3.21
lcl|CP094940.1_prot_UOM44690.1_2857	1.6.5.5
lcl|CP094940.1_prot_UOM44691.1_2858	1.1.1.169
lcl|CP094940.1_prot_UOM44692.1_2859	1.2.1.39
lcl|CP094940.1_prot_UOM44697.1_2864	3.6.1.27
lcl|CP094940.1_prot_UOM44698.1_2865	1.1.1.28
lcl|CP094940.1_prot_UOM44701.1_2868	1.2.7.1
lcl|CP094940.1_prot_UOM44706.1_2873	3.6.4.13
lcl|CP094940.1_prot_UOM44708.1_2876	1.1.1.371
lcl|CP094940.1_prot_UOM44714.1_2882	2.6.1.57
lcl|CP094940.1_prot_UOM44719.1_2887	1.6.5.5
lcl|CP094940.1_prot_UOM44729.1_2898	1.1.1.100
lcl|CP094940.1_prot_UOM44749.1_2920	3.5.1.124
lcl|CP094940.1_prot_UOM44754.1_2925	2.7.11.1
lcl|CP094940.1_prot_UOM44755.1_2926	1.1.1.307
lcl|CP094940.1_prot_UOM44764.1_2935	5.1.1.20
lcl|CP094940.1_prot_UOM44764.1_2935	5.5.1.1
lcl|CP094940.1_prot_UOM44765.1_2936	1.11.1.15
lcl|CP094940.1_prot_UOM44767.1_2939	3.2.1.86
lcl|CP094940.1_prot_UOM44776.1_2949	3.5.1.32
lcl|CP094940.1_prot_UOM44786.1_2960	1.3.1.10
lcl|CP094940.1_prot_UOM44786.1_2960	1.3.1.9
lcl|CP094940.1_prot_UOM44788.1_2962	3.1.13.1
lcl|CP094940.1_prot_UOM44792.1_2967	4.1.1.23
lcl|CP094940.1_prot_UOM44795.1_2970	3.1.3.27
lcl|CP094940.1_prot_UOM44795.1_2970	3.1.3.4
lcl|CP094940.1_prot_UOM44795.1_2970	3.1.3.81
lcl|CP094940.1_prot_UOM44795.1_2970	3.6.1.27
lcl|CP094940.1_prot_UOM44796.1_2971	3.5.4.25
lcl|CP094940.1_prot_UOM44797.1_2972	4.2.1.3
lcl|CP094940.1_prot_UOM44800.1_2975	5.99.1.2
lcl|CP094940.1_prot_UOM44805.1_2980	2.5.1.17
lcl|CP094940.1_prot_UOM44806.1_2981	5.4.99.22
lcl|CP094940.1_prot_UOM44810.1_2985	3.1.3.97
lcl|CP094940.1_prot_UOM44811.1_2986	4.1.3.27
lcl|CP094940.1_prot_UOM44812.1_2987	2.4.2.18
lcl|CP094940.1_prot_UOM44812.1_2987	4.1.3.27
lcl|CP094940.1_prot_UOM44813.1_2988	4.1.1.48
lcl|CP094940.1_prot_UOM44813.1_2988	5.3.1.24
lcl|CP094940.1_prot_UOM44814.1_2989	4.2.1.20
lcl|CP094940.1_prot_UOM44815.1_2990	4.2.1.20
lcl|CP094940.1_prot_UOM44816.1_2991	2.7.1.165
lcl|CP094940.1_prot_UOM44817.1_2992	1.1.1.83
lcl|CP094940.1_prot_UOM44817.1_2992	1.1.1.93
lcl|CP094940.1_prot_UOM44817.1_2992	4.1.1.73
lcl|CP094940.1_prot_UOM44833.1_3008	3.1.3.23
lcl|CP094940.1_prot_UOM44833.1_3008	5.4.2.6
lcl|CP094940.1_prot_UOM49225.1_3009	1.1.1.127
lcl|CP094940.1_prot_UOM44837.1_3013	1.11.1.6
lcl|CP094940.1_prot_UOM44838.1_3014	3.5.1.105
lcl|CP094940.1_prot_UOM44839.1_3015	3.2.1.86
lcl|CP094940.1_prot_UOM44841.1_3017	2.7.1.196
lcl|CP094940.1_prot_UOM44841.1_3017	2.7.1.205
lcl|CP094940.1_prot_UOM44844.1_3020	2.7.1.196
lcl|CP094940.1_prot_UOM44844.1_3020	2.7.1.205
lcl|CP094940.1_prot_UOM44846.1_3022	6.3.1.5
lcl|CP094940.1_prot_UOM44849.1_3025	3.5.1.96
lcl|CP094940.1_prot_UOM44850.1_3026	3.5.3.23
lcl|CP094940.1_prot_UOM44851.1_3027	1.2.1.71
lcl|CP094940.1_prot_UOM44852.1_3028	2.3.1.109
lcl|CP094940.1_prot_UOM44853.1_3029	2.6.1.11
lcl|CP094940.1_prot_UOM44853.1_3029	2.6.1.17
lcl|CP094940.1_prot_UOM44853.1_3029	2.6.1.81
lcl|CP094940.1_prot_UOM44854.1_3030	3.1.11.2
lcl|CP094940.1_prot_UOM44861.1_3037	2.8.1.11
lcl|CP094940.1_prot_UOM44862.1_3038	2.7.8.39
lcl|CP094940.1_prot_UOM44863.1_3039	3.6.1.55
lcl|CP094940.1_prot_UOM44863.1_3039	3.6.1.65
lcl|CP094940.1_prot_UOM44864.1_3040	1.4.1.3
lcl|CP094940.1_prot_UOM44864.1_3040	1.4.1.4
lcl|CP094940.1_prot_UOM44866.1_3042	5.99.1.2
lcl|CP094940.1_prot_UOM44867.1_3043	2.7.9.3
lcl|CP094940.1_prot_UOM44868.1_3044	3.1.3.2
lcl|CP094940.1_prot_UOM44871.1_3047	3.5.1.1
lcl|CP094940.1_prot_UOM44872.1_3048	3.5.1.19
lcl|CP094940.1_prot_UOM44873.1_3049	3.2.1.14
lcl|CP094940.1_prot_UOM44876.1_3052	1.8.4.12
lcl|CP094940.1_prot_UOM44877.1_3053	1.2.1.12
lcl|CP094940.1_prot_UOM44878.1_3054	5.1.3.15
lcl|CP094940.1_prot_UOM44884.1_3060	1.11.1.9
lcl|CP094940.1_prot_UOM44889.1_3065	1.1.1.100
lcl|CP094940.1_prot_UOM44897.1_3076	6.3.4.2
lcl|CP094940.1_prot_UOM44917.1_3098	3.2.1.17
lcl|CP094940.1_prot_UOM44930.1_3111	2.1.1.72
lcl|CP094940.1_prot_UOM44939.1_3120	2.7.7.65
lcl|CP094940.1_prot_UOM44944.1_3125	2.3.1.241
lcl|CP094940.1_prot_UOM44944.1_3125	2.3.1.242
lcl|CP094940.1_prot_UOM44945.1_3126	3.5.1.1
lcl|CP094940.1_prot_UOM44945.1_3126	3.5.1.38
lcl|CP094940.1_prot_UOM44949.1_3130	4.1.1.98
lcl|CP094940.1_prot_UOM44954.1_3136	1.10.3.14
lcl|CP094940.1_prot_UOM44955.1_3137	1.10.3.14
lcl|CP094940.1_prot_UOM44966.1_3149	1.1.1.42
lcl|CP094940.1_prot_UOM44967.1_3150	5.4.99.20
lcl|CP094940.1_prot_UOM44969.1_3152	2.8.1.13
lcl|CP094940.1_prot_UOM44971.1_3154	4.3.2.2
lcl|CP094940.1_prot_UOM44975.1_3158	2.7.13.3
lcl|CP094940.1_prot_UOM44976.1_3159	1.14.11.47
lcl|CP094940.1_prot_UOM44977.1_3160	3.4.11.4
lcl|CP094940.1_prot_UOM44978.1_3161	3.6.3.31
lcl|CP094940.1_prot_UOM44983.1_3166	6.2.1.44
lcl|CP094940.1_prot_UOM44984.1_3167	2.2.1.1
lcl|CP094940.1_prot_UOM49232.1_3168	2.2.1.2
lcl|CP094940.1_prot_UOM44985.1_3169	5.3.1.34
lcl|CP094940.1_prot_UOM44985.1_3169	5.3.1.6
lcl|CP094940.1_prot_UOM44986.1_3170	2.7.1.198
lcl|CP094940.1_prot_UOM44988.1_3172	2.7.1.219
lcl|CP094940.1_prot_UOM44988.1_3172	2.7.1.220
lcl|CP094940.1_prot_UOM49233.1_3173	1.1.1.408
lcl|CP094940.1_prot_UOM49233.1_3173	1.1.1.409
lcl|CP094940.1_prot_UOM49234.1_3174	5.3.1.1
lcl|CP094940.1_prot_UOM49234.1_3174	5.3.1.33
lcl|CP094940.1_prot_UOM44992.1_3178	2.7.1.2
lcl|CP094940.1_prot_UOM44992.1_3178	2.7.1.59
lcl|CP094940.1_prot_UOM45005.1_3191	1.6.99.3
lcl|CP094940.1_prot_UOM45007.1_3193	3.2.1.52
lcl|CP094940.1_prot_UOM45008.1_3194	2.7.1.89
lcl|CP094940.1_prot_UOM45011.1_3198	2.7.1.193
lcl|CP094940.1_prot_UOM45011.1_3198	2.7.1.199
lcl|CP094940.1_prot_UOM45013.1_3200	2.7.7.7
lcl|CP094940.1_prot_UOM45014.1_3201	2.7.4.9
lcl|CP094940.1_prot_UOM45016.1_3203	4.1.3.38
lcl|CP094940.1_prot_UOM45017.1_3204	2.3.1.179
lcl|CP094940.1_prot_UOM45019.1_3206	1.1.1.100
lcl|CP094940.1_prot_UOM45020.1_3207	2.3.1.39
lcl|CP094940.1_prot_UOM45021.1_3208	2.3.1.180
lcl|CP094940.1_prot_UOM49236.1_3209	2.3.1.15
lcl|CP094940.1_prot_UOM45025.1_3213	5.4.99.24
lcl|CP094940.1_prot_UOM45026.1_3214	3.1.26.12
lcl|CP094940.1_prot_UOM49238.1_3220	2.3.1.128
lcl|CP094940.1_prot_UOM45033.1_3223	3.5.2.3
lcl|CP094940.1_prot_UOM45038.1_3229	2.3.1.241
lcl|CP094940.1_prot_UOM45038.1_3229	2.3.1.242
lcl|CP094940.1_prot_UOM45050.1_3241	1.1.1.79
lcl|CP094940.1_prot_UOM45050.1_3241	1.1.1.81
lcl|CP094940.1_prot_UOM45051.1_3242	3.5.3.1
lcl|CP094940.1_prot_UOM45064.1_3255	1.2.1.88
lcl|CP094940.1_prot_UOM45064.1_3255	1.5.5.2
lcl|CP094940.1_prot_UOM45068.1_3259	1.14.99.46
lcl|CP094940.1_prot_UOM45069.1_3260	3.5.1.110
lcl|CP094940.1_prot_UOM45070.1_3261	3.5.99.10
lcl|CP094940.1_prot_UOM45071.1_3262	2.3.1.12
lcl|CP094940.1_prot_UOM45078.1_3269	1.6.5.2
lcl|CP094940.1_prot_UOM45080.1_3271	3.1.3.10
lcl|CP094940.1_prot_UOM45086.1_3277	6.3.1.11
lcl|CP094940.1_prot_UOM45086.1_3277	6.3.1.2
lcl|CP094940.1_prot_UOM45087.1_3278	3.5.1.94
lcl|CP094940.1_prot_UOM49240.1_3280	1.2.1.3
lcl|CP094940.1_prot_UOM49240.1_3280	1.2.1.99
lcl|CP094940.1_prot_UOM45091.1_3283	1.1.1.83
lcl|CP094940.1_prot_UOM45091.1_3283	1.1.1.93
lcl|CP094940.1_prot_UOM45091.1_3283	4.1.1.73
lcl|CP094940.1_prot_UOM45093.1_3285	1.14.13.239
lcl|CP094940.1_prot_UOM45093.1_3285	1.14.15.7
lcl|CP094940.1_prot_UOM45094.1_3286	1.2.1.16
lcl|CP094940.1_prot_UOM45094.1_3286	1.2.1.20
lcl|CP094940.1_prot_UOM45094.1_3286	1.2.1.79
lcl|CP094940.1_prot_UOM45095.1_3287	1.14.13.239
lcl|CP094940.1_prot_MUB43_16730_3290	3.1.4.52
lcl|CP094940.1_prot_UOM45100.1_3294	3.6.1.7
lcl|CP094940.1_prot_UOM45103.1_3297	2.1.1.191
lcl|CP094940.1_prot_UOM45112.1_3306	4.2.3.3
lcl|CP094940.1_prot_UOM45113.1_3307	3.6.4.12
lcl|CP094940.1_prot_UOM45121.1_3315	4.2.1.59
lcl|CP094940.1_prot_UOM45121.1_3315	5.3.3.14
lcl|CP094940.1_prot_UOM45127.1_3321	2.1.1.173
lcl|CP094940.1_prot_UOM45127.1_3321	2.1.1.264
lcl|CP094940.1_prot_UOM45130.1_3324	1.3.5.2
lcl|CP094940.1_prot_UOM45131.1_3325	1.5.1.38
lcl|CP094940.1_prot_UOM45132.1_3327	1.14.14.5
lcl|CP094940.1_prot_UOM45135.1_3330	3.4.11.2
lcl|CP094940.1_prot_UOM45136.1_3331	6.3.4.21
lcl|CP094940.1_prot_UOM45138.1_3333	3.5.1.6
lcl|CP094940.1_prot_UOM45138.1_3333	3.5.1.87
lcl|CP094940.1_prot_UOM49241.1_3335	4.3.1.15
lcl|CP094940.1_prot_UOM45140.1_3337	6.1.1.22
lcl|CP094940.1_prot_UOM45141.1_3339	2.6.1.1
lcl|CP094940.1_prot_UOM45141.1_3339	2.6.1.57
lcl|CP094940.1_prot_UOM45142.1_3340	3.1.2.6
lcl|CP094940.1_prot_UOM45150.1_3349	2.7.7.38
lcl|CP094940.1_prot_UOM45153.1_3352	2.7.1.130
lcl|CP094940.1_prot_UOM45158.1_3357	2.7.4.25
lcl|CP094940.1_prot_UOM45159.1_3358	2.5.1.19
lcl|CP094940.1_prot_UOM45160.1_3359	2.6.1.52
lcl|CP094940.1_prot_UOM45164.1_3363	2.3.1.54
lcl|CP094940.1_prot_UOM45165.1_3364	1.97.1.4
lcl|CP094940.1_prot_UOM45169.1_3368	1.8.5.3
lcl|CP094940.1_prot_UOM45169.1_3368	1.97.1.9
lcl|CP094940.1_prot_UOM45170.1_3369	6.1.1.11
lcl|CP094940.1_prot_UOM45175.1_3374	1.8.1.9
lcl|CP094940.1_prot_UOM45178.1_3377	2.3.2.6
lcl|CP094940.1_prot_UOM45187.1_3387	1.7.99.1
lcl|CP094940.1_prot_UOM45190.1_3390	1.2.3.3
lcl|CP094940.1_prot_UOM45190.1_3390	1.2.5.1
lcl|CP094940.1_prot_UOM45191.1_3391	4.1.2.48
lcl|CP094940.1_prot_UOM45191.1_3391	4.1.2.49
lcl|CP094940.1_prot_UOM45194.1_3394	3.5.1.28
lcl|CP094940.1_prot_UOM45204.1_3404	2.1.1.189
lcl|CP094940.1_prot_UOM49245.1_3408	3.6.3.31
lcl|CP094940.1_prot_UOM45211.1_3412	1.5.1.38
lcl|CP094940.1_prot_UOM45218.1_3419	3.1.3.102
lcl|CP094940.1_prot_UOM45218.1_3419	3.1.3.104
lcl|CP094940.1_prot_UOM45218.1_3419	3.1.3.23
lcl|CP094940.1_prot_UOM45220.1_3421	3.6.1.27
lcl|CP094940.1_prot_UOM49246.1_3423	3.4.16.4
lcl|CP094940.1_prot_UOM45223.1_3425	2.5.1.18
lcl|CP094940.1_prot_UOM45226.1_3429	2.8.4.4
lcl|CP094940.1_prot_UOM45231.1_3434	3.4.19.5
lcl|CP094940.1_prot_UOM45231.1_3434	3.5.1.1
lcl|CP094940.1_prot_UOM45232.1_3435	2.10.1.1
lcl|CP094940.1_prot_UOM45233.1_3436	2.7.7.73
lcl|CP094940.1_prot_UOM45233.1_3436	2.7.7.80
lcl|CP094940.1_prot_UOM45234.1_3437	1.97.1.4
lcl|CP094940.1_prot_UOM45235.1_3438	2.3.1.54
lcl|CP094940.1_prot_UOM45236.1_3439	3.1.3.102
lcl|CP094940.1_prot_UOM45236.1_3439	3.1.3.104
lcl|CP094940.1_prot_UOM45236.1_3439	3.1.3.23
lcl|CP094940.1_prot_UOM45240.1_3443	3.2.1.20
lcl|CP094940.1_prot_UOM45244.1_3448	3.2.1.21
lcl|CP094940.1_prot_UOM45244.1_3448	3.2.1.86
lcl|CP094940.1_prot_UOM45254.1_3458	3.6.3.21
lcl|CP094940.1_prot_UOM45256.1_3460	2.1.1.181
lcl|CP094940.1_prot_UOM45262.1_3466	3.6.4.12
lcl|CP094940.1_prot_UOM45263.1_3467	3.6.4.13
lcl|CP094940.1_prot_UOM45264.1_3468	2.2.1.1
lcl|CP094940.1_prot_UOM45265.1_3469	2.2.1.1
lcl|CP094940.1_prot_UOM45280.1_3484	2.8.1.12
lcl|CP094940.1_prot_UOM45282.1_3486	4.6.1.17
lcl|CP094940.1_prot_UOM45283.1_3487	2.7.7.75
lcl|CP094940.1_prot_UOM45284.1_3488	4.1.99.22
lcl|CP094940.1_prot_UOM45286.1_3490	2.7.8.42
lcl|CP094940.1_prot_UOM45286.1_3490	2.7.8.43
lcl|CP094940.1_prot_UOM45288.1_3492	2.7.13.3
lcl|CP094940.1_prot_UOM45292.1_3496	6.3.3.3
lcl|CP094940.1_prot_UOM45293.1_3497	2.1.1.197
lcl|CP094940.1_prot_UOM45294.1_3498	2.3.1.47
lcl|CP094940.1_prot_UOM45295.1_3499	2.8.1.6
lcl|CP094940.1_prot_UOM45296.1_3500	2.6.1.62
lcl|CP094940.1_prot_UOM45299.1_3503	4.3.1.3
lcl|CP094940.1_prot_UOM45300.1_3504	4.2.1.49
lcl|CP094940.1_prot_UOM45302.1_3506	3.5.3.11
lcl|CP094940.1_prot_UOM45302.1_3506	3.5.3.8
lcl|CP094940.1_prot_UOM45303.1_3507	3.5.2.7
lcl|CP094940.1_prot_UOM45304.1_3508	3.1.1.11
lcl|CP094940.1_prot_UOM45305.1_3510	3.6.3.8
lcl|CP094940.1_prot_UOM45318.1_3524	3.1.1.31
lcl|CP094940.1_prot_UOM49249.1_3526	3.6.3.29
lcl|CP094940.1_prot_UOM45324.1_3531	3.6.3.34
lcl|CP094940.1_prot_UOM45325.1_3532	5.1.3.2
lcl|CP094940.1_prot_UOM45326.1_3533	2.7.7.12
lcl|CP094940.1_prot_UOM49250.1_3534	2.7.1.6
lcl|CP094940.1_prot_UOM45327.1_3535	5.1.3.3
lcl|CP094940.1_prot_UOM45328.1_3536	5.4.2.11
lcl|CP094940.1_prot_UOM45329.1_3537	2.5.1.54
lcl|CP094940.1_prot_UOM49251.1_3541	2.5.1.72
lcl|CP094940.1_prot_UOM45339.1_3549	3.1.2.23
lcl|CP094940.1_prot_UOM45341.1_3551	1.10.3.14
lcl|CP094940.1_prot_UOM45342.1_3552	1.10.3.14
lcl|CP094940.1_prot_UOM49253.1_3553	1.10.3.14
lcl|CP094940.1_prot_UOM45343.1_3554	6.2.1.5
