lcl|CP094940.1_prot_UOM46721.1_1	K02313
lcl|CP094940.1_prot_UOM44433.1_2572	K07017
lcl|CP094940.1_prot_UOM44437.1_2576	K01265
lcl|CP094940.1_prot_UOM44439.1_2578	K07345
lcl|CP094940.1_prot_UOM44440.1_2579	K07346
lcl|CP094940.1_prot_UOM44440.1_2579	K15540
lcl|CP094940.1_prot_UOM44441.1_2580	K07347
lcl|CP094940.1_prot_UOM44444.1_2583	K07154
lcl|CP094940.1_prot_UOM49202.1_2584	K15773
lcl|CP094940.1_prot_UOM44445.1_2585	K07127
lcl|CP094940.1_prot_UOM44446.1_2586	K16840
lcl|CP094940.1_prot_UOM44447.1_2587	K03458
lcl|CP094940.1_prot_UOM44447.1_2587	K16345
lcl|CP094940.1_prot_UOM44447.1_2587	K16346
lcl|CP094940.1_prot_UOM44448.1_2588	K16839
lcl|CP094940.1_prot_UOM44451.1_2591	K03863
lcl|CP094940.1_prot_UOM44451.1_2591	K22444
lcl|CP094940.1_prot_UOM44452.1_2592	K03445
lcl|CP094940.1_prot_UOM44458.1_2598	K02073
lcl|CP094940.1_prot_UOM44459.1_2599	K02071
lcl|CP094940.1_prot_UOM49203.1_2600	K02072
lcl|CP094940.1_prot_MUB43_13275_2601	K00459
lcl|CP094940.1_prot_UOM44462.1_2604	K01322
lcl|CP094940.1_prot_UOM44465.1_2607	K00598
lcl|CP094940.1_prot_UOM44466.1_2608	K01607
lcl|CP094940.1_prot_MUB43_13320_2610	K11903
lcl|CP094940.1_prot_UOM44470.1_2615	K00040
lcl|CP094940.1_prot_UOM44470.1_2615	K00041
lcl|CP094940.1_prot_UOM44472.1_2617	K21020
lcl|CP094940.1_prot_UOM44474.1_2619	K01425
lcl|CP094940.1_prot_UOM44475.1_2620	K00135
lcl|CP094940.1_prot_UOM44475.1_2620	K08324
lcl|CP094940.1_prot_UOM44477.1_2622	K03829
lcl|CP094940.1_prot_UOM44478.1_2623	K00016
lcl|CP094940.1_prot_UOM44480.1_2625	K22024
lcl|CP094940.1_prot_UOM44481.1_2626	K22129
lcl|CP094940.1_prot_UOM44482.1_2627	K19954
lcl|CP094940.1_prot_UOM44483.1_2628	K01714
lcl|CP094940.1_prot_UOM44484.1_2629	K00058
lcl|CP094940.1_prot_UOM44485.1_2630	K03535
lcl|CP094940.1_prot_UOM44485.1_2630	K08194
lcl|CP094940.1_prot_UOM44487.1_2632	K03445
lcl|CP094940.1_prot_UOM44487.1_2632	K08159
lcl|CP094940.1_prot_UOM44488.1_2633	K05595
lcl|CP094940.1_prot_UOM44490.1_2635	K03712
lcl|CP094940.1_prot_UOM49204.1_2636	K05804
lcl|CP094940.1_prot_UOM49204.1_2636	K13632
lcl|CP094940.1_prot_UOM44491.1_2637	K13630
lcl|CP094940.1_prot_UOM44492.1_2638	K03298
lcl|CP094940.1_prot_UOM44492.1_2638	K15268
lcl|CP094940.1_prot_UOM44495.1_2641	K11963
lcl|CP094940.1_prot_UOM44496.1_2642	K11962
lcl|CP094940.1_prot_UOM44497.1_2643	K01998
lcl|CP094940.1_prot_UOM44497.1_2643	K11961
lcl|CP094940.1_prot_UOM44498.1_2644	K11960
lcl|CP094940.1_prot_UOM44499.1_2645	K11959
lcl|CP094940.1_prot_UOM44500.1_2646	K00549
lcl|CP094940.1_prot_UOM44502.1_2648	K13633
lcl|CP094940.1_prot_UOM44505.1_2652	K01190
lcl|CP094940.1_prot_UOM44506.1_2653	K02532
lcl|CP094940.1_prot_UOM44509.1_2656	K17836
lcl|CP094940.1_prot_UOM44509.1_2656	K18699
lcl|CP094940.1_prot_UOM44509.1_2656	K18795
lcl|CP094940.1_prot_UOM44509.1_2656	K19217
lcl|CP094940.1_prot_UOM44510.1_2657	K03436
lcl|CP094940.1_prot_UOM44511.1_2658	K08319
lcl|CP094940.1_prot_UOM44512.1_2659	K21948
lcl|CP094940.1_prot_UOM44512.1_2659	K22129
lcl|CP094940.1_prot_UOM44513.1_2660	K22130
lcl|CP094940.1_prot_UOM44514.1_2661	K22131
lcl|CP094940.1_prot_UOM44515.1_2662	K03299
lcl|CP094940.1_prot_UOM44517.1_2665	K21973
lcl|CP094940.1_prot_UOM44519.1_2667	K04080
lcl|CP094940.1_prot_UOM44527.1_2677	K01284
lcl|CP094940.1_prot_UOM44528.1_2678	K15373
lcl|CP094940.1_prot_UOM44528.1_2678	K16066
lcl|CP094940.1_prot_UOM44529.1_2679	K22293
lcl|CP094940.1_prot_UOM44530.1_2680	K11932
lcl|CP094940.1_prot_UOM44531.1_2681	K00040
lcl|CP094940.1_prot_UOM49208.1_2683	K09771
lcl|CP094940.1_prot_UOM44534.1_2685	K00657
lcl|CP094940.1_prot_UOM44537.1_2688	K07306
lcl|CP094940.1_prot_UOM44537.1_2688	K07309
lcl|CP094940.1_prot_UOM44537.1_2688	K08351
lcl|CP094940.1_prot_UOM44538.1_2689	K07307
lcl|CP094940.1_prot_UOM44539.1_2690	K07308
lcl|CP094940.1_prot_UOM44539.1_2690	K07312
lcl|CP094940.1_prot_UOM44541.1_2692	K03281
lcl|CP094940.1_prot_UOM44542.1_2693	K01935
lcl|CP094940.1_prot_UOM49209.1_2694	K15545
lcl|CP094940.1_prot_UOM44544.1_2696	K08224
lcl|CP094940.1_prot_UOM44546.1_2698	K01299
lcl|CP094940.1_prot_UOM44548.1_2700	K04775
lcl|CP094940.1_prot_UOM44550.1_2702	K11742
lcl|CP094940.1_prot_UOM44551.1_2703	K11743
lcl|CP094940.1_prot_UOM44552.1_2704	K11744
lcl|CP094940.1_prot_UOM44553.1_2705	K13929
lcl|CP094940.1_prot_UOM44554.1_2706	K05966
lcl|CP094940.1_prot_UOM44554.1_2706	K13930
lcl|CP094940.1_prot_UOM44555.1_2707	K13931
lcl|CP094940.1_prot_UOM44556.1_2708	K13932
lcl|CP094940.1_prot_UOM44557.1_2709	K13933
lcl|CP094940.1_prot_UOM44558.1_2710	K07088
lcl|CP094940.1_prot_UOM44558.1_2710	K13936
lcl|CP094940.1_prot_MUB43_13825_2711	K13934
lcl|CP094940.1_prot_UOM44559.1_2712	K13935
lcl|CP094940.1_prot_UOM44560.1_2713	K13928
lcl|CP094940.1_prot_UOM49210.1_2714	K00116
lcl|CP094940.1_prot_UOM44561.1_2715	K07106
lcl|CP094940.1_prot_UOM44563.1_2717	K02476
lcl|CP094940.1_prot_UOM44563.1_2717	K07701
lcl|CP094940.1_prot_UOM44563.1_2717	K11614
lcl|CP094940.1_prot_UOM44564.1_2718	K02475
lcl|CP094940.1_prot_UOM44564.1_2718	K07703
lcl|CP094940.1_prot_UOM44564.1_2718	K11615
lcl|CP094940.1_prot_UOM44565.1_2719	K03734
lcl|CP094940.1_prot_UOM44566.1_2720	K00244
lcl|CP094940.1_prot_UOM44567.1_2721	K11106
lcl|CP094940.1_prot_UOM44568.1_2722	K01676
lcl|CP094940.1_prot_UOM44570.1_2724	K01607
lcl|CP094940.1_prot_UOM44571.1_2725	K01055
lcl|CP094940.1_prot_UOM44571.1_2725	K14727
lcl|CP094940.1_prot_UOM44572.1_2726	K01857
lcl|CP094940.1_prot_UOM49211.1_2727	K00626
lcl|CP094940.1_prot_UOM49211.1_2727	K00632
lcl|CP094940.1_prot_UOM49211.1_2727	K02615
lcl|CP094940.1_prot_UOM49211.1_2727	K07823
lcl|CP094940.1_prot_UOM44573.1_2728	K01032
lcl|CP094940.1_prot_UOM44574.1_2729	K01027
lcl|CP094940.1_prot_UOM44574.1_2729	K01028
lcl|CP094940.1_prot_UOM44574.1_2729	K01031
lcl|CP094940.1_prot_UOM44575.1_2730	K02624
lcl|CP094940.1_prot_UOM44577.1_2732	K14057
lcl|CP094940.1_prot_UOM44578.1_2733	K12940
lcl|CP094940.1_prot_UOM44579.1_2734	K12941
lcl|CP094940.1_prot_MUB43_13945_2735	K12942
lcl|CP094940.1_prot_MUB43_13955_2737	K14060
lcl|CP094940.1_prot_MUB43_13960_2738	K14060
lcl|CP094940.1_prot_UOM44599.1_2757	K06904
lcl|CP094940.1_prot_UOM44604.1_2762	K07451
lcl|CP094940.1_prot_UOM44608.1_2767	K03791
lcl|CP094940.1_prot_UOM44614.1_2773	K01160
lcl|CP094940.1_prot_UOM44615.1_2774	K06223
lcl|CP094940.1_prot_UOM44619.1_2778	K22302
lcl|CP094940.1_prot_UOM44622.1_2781	K03497
lcl|CP094940.1_prot_UOM44628.1_2788	K00567
lcl|CP094940.1_prot_UOM44629.1_2789	K01420
lcl|CP094940.1_prot_UOM44630.1_2790	K14055
lcl|CP094940.1_prot_UOM44631.1_2792	K00325
lcl|CP094940.1_prot_UOM44632.1_2793	K00324
lcl|CP094940.1_prot_UOM44635.1_2796	K03757
lcl|CP094940.1_prot_UOM44635.1_2796	K03758
lcl|CP094940.1_prot_UOM44636.1_2797	K03793
lcl|CP094940.1_prot_UOM44636.1_2797	K13938
lcl|CP094940.1_prot_UOM44637.1_2798	K02442
lcl|CP094940.1_prot_UOM44638.1_2799	K07661
lcl|CP094940.1_prot_UOM44640.1_2801	K07639
lcl|CP094940.1_prot_UOM44641.1_2802	K10748
lcl|CP094940.1_prot_UOM44642.1_2803	K01679
lcl|CP094940.1_prot_MUB43_14290_2804	K07497
lcl|CP094940.1_prot_UOM44643.1_2805	K01676
lcl|CP094940.1_prot_UOM44644.1_2806	K01809
lcl|CP094940.1_prot_UOM44646.1_2808	K16136
lcl|CP094940.1_prot_UOM44647.1_2809	K02790
lcl|CP094940.1_prot_UOM44647.1_2809	K02791
lcl|CP094940.1_prot_UOM44648.1_2810	K14155
lcl|CP094940.1_prot_UOM44649.1_2811	K16074
lcl|CP094940.1_prot_UOM44651.1_2814	K08987
lcl|CP094940.1_prot_UOM44652.1_2815	K07112
lcl|CP094940.1_prot_UOM44656.1_2819	K00134
lcl|CP094940.1_prot_UOM44657.1_2820	K07248
lcl|CP094940.1_prot_UOM44661.1_2824	K03293
lcl|CP094940.1_prot_UOM44661.1_2824	K11737
lcl|CP094940.1_prot_UOM44662.1_2825	K05526
lcl|CP094940.1_prot_UOM44663.1_2826	K01484
lcl|CP094940.1_prot_UOM44664.1_2827	K06447
lcl|CP094940.1_prot_UOM49215.1_2828	K00673
lcl|CP094940.1_prot_UOM44665.1_2829	K00821
lcl|CP094940.1_prot_UOM44665.1_2829	K00840
lcl|CP094940.1_prot_UOM44667.1_2831	K00261
lcl|CP094940.1_prot_UOM44667.1_2831	K00262
lcl|CP094940.1_prot_UOM44670.1_2834	K06075
lcl|CP094940.1_prot_UOM44672.1_2836	K03543
lcl|CP094940.1_prot_UOM49216.1_2839	K03578
lcl|CP094940.1_prot_UOM44675.1_2840	K01118
lcl|CP094940.1_prot_UOM44676.1_2842	K02617
lcl|CP094940.1_prot_UOM44676.1_2842	K08279
lcl|CP094940.1_prot_UOM44677.1_2843	K02616
lcl|CP094940.1_prot_UOM44678.1_2844	K01912
lcl|CP094940.1_prot_UOM44679.1_2845	K00626
lcl|CP094940.1_prot_UOM44679.1_2845	K00632
lcl|CP094940.1_prot_UOM44679.1_2845	K02615
lcl|CP094940.1_prot_UOM44680.1_2846	K02614
lcl|CP094940.1_prot_UOM44681.1_2847	K00074
lcl|CP094940.1_prot_UOM44682.1_2848	K15866
lcl|CP094940.1_prot_UOM44683.1_2849	K01692
lcl|CP094940.1_prot_UOM44684.1_2850	K02613
lcl|CP094940.1_prot_UOM49218.1_2851	K02612
lcl|CP094940.1_prot_UOM44685.1_2852	K02611
lcl|CP094940.1_prot_UOM44686.1_2853	K02610
lcl|CP094940.1_prot_UOM44687.1_2854	K02609
lcl|CP094940.1_prot_UOM44688.1_2855	K02618
lcl|CP094940.1_prot_UOM44689.1_2856	K00276
lcl|CP094940.1_prot_UOM44690.1_2857	K00344
lcl|CP094940.1_prot_UOM44691.1_2858	K00077
lcl|CP094940.1_prot_UOM44692.1_2859	K00146
lcl|CP094940.1_prot_UOM44693.1_2860	K14063
lcl|CP094940.1_prot_UOM44694.1_2861	K09978
lcl|CP094940.1_prot_UOM44697.1_2864	K03975
lcl|CP094940.1_prot_UOM44697.1_2864	K19302
lcl|CP094940.1_prot_UOM44698.1_2865	K03778
lcl|CP094940.1_prot_UOM44699.1_2866	K03668
lcl|CP094940.1_prot_UOM44701.1_2868	K03737
lcl|CP094940.1_prot_UOM44702.1_2869	K09475
lcl|CP094940.1_prot_UOM44702.1_2869	K09476
lcl|CP094940.1_prot_UOM44702.1_2869	K11929
lcl|CP094940.1_prot_UOM44702.1_2869	K14062
lcl|CP094940.1_prot_UOM44704.1_2871	K14061
lcl|CP094940.1_prot_UOM44705.1_2872	K14058
lcl|CP094940.1_prot_UOM44706.1_2873	K05591
lcl|CP094940.1_prot_UOM44707.1_2874	K16074
lcl|CP094940.1_prot_UOM49219.1_2875	K02444
lcl|CP094940.1_prot_UOM44708.1_2876	K16044
lcl|CP094940.1_prot_UOM44711.1_2879	K11732
lcl|CP094940.1_prot_UOM44711.1_2879	K11734
lcl|CP094940.1_prot_UOM44714.1_2882	K00832
lcl|CP094940.1_prot_UOM44715.1_2883	K02072
lcl|CP094940.1_prot_UOM44716.1_2884	K02071
lcl|CP094940.1_prot_UOM44717.1_2885	K02073
lcl|CP094940.1_prot_UOM44718.1_2886	K08969
lcl|CP094940.1_prot_UOM44719.1_2887	K00344
lcl|CP094940.1_prot_UOM44722.1_2891	K18297
lcl|CP094940.1_prot_UOM44723.1_2892	K18900
lcl|CP094940.1_prot_UOM44728.1_2897	K19335
lcl|CP094940.1_prot_UOM44729.1_2898	K00059
lcl|CP094940.1_prot_UOM44729.1_2898	K19336
lcl|CP094940.1_prot_UOM44731.1_2900	K11906
lcl|CP094940.1_prot_UOM44732.1_2901	K11895
lcl|CP094940.1_prot_UOM44733.1_2902	K11895
lcl|CP094940.1_prot_UOM44733.1_2902	K11896
lcl|CP094940.1_prot_UOM44734.1_2903	K11910
lcl|CP094940.1_prot_UOM44735.1_2904	K11891
lcl|CP094940.1_prot_UOM49220.1_2912	K11904
lcl|CP094940.1_prot_UOM44743.1_2913	K11907
lcl|CP094940.1_prot_UOM44744.1_2914	K11903
lcl|CP094940.1_prot_UOM44746.1_2916	K11892
lcl|CP094940.1_prot_UOM44747.1_2917	K11893
lcl|CP094940.1_prot_UOM44748.1_2918	K11900
lcl|CP094940.1_prot_UOM49221.1_2919	K11901
lcl|CP094940.1_prot_UOM44749.1_2920	K05520
lcl|CP094940.1_prot_UOM44750.1_2921	K06885
lcl|CP094940.1_prot_UOM44754.1_2925	K04757
lcl|CP094940.1_prot_UOM44755.1_2926	K17743
lcl|CP094940.1_prot_UOM44756.1_2927	K03445
lcl|CP094940.1_prot_UOM44757.1_2928	K06889
lcl|CP094940.1_prot_UOM44761.1_2932	K15580
lcl|CP094940.1_prot_UOM44763.1_2934	K14054
lcl|CP094940.1_prot_UOM44764.1_2935	K01856
lcl|CP094940.1_prot_UOM44764.1_2935	K19802
lcl|CP094940.1_prot_UOM44765.1_2936	K11065
lcl|CP094940.1_prot_MUB43_14955_2937	K07120
lcl|CP094940.1_prot_UOM44766.1_2938	K03721
lcl|CP094940.1_prot_UOM44767.1_2939	K01222
lcl|CP094940.1_prot_UOM49222.1_2940	K03566
lcl|CP094940.1_prot_UOM49222.1_2940	K13636
lcl|CP094940.1_prot_UOM44768.1_2941	K08990
lcl|CP094940.1_prot_UOM44769.1_2942	K06918
lcl|CP094940.1_prot_UOM44770.1_2943	K03971
lcl|CP094940.1_prot_UOM44771.1_2944	K03973
lcl|CP094940.1_prot_UOM44772.1_2945	K03970
lcl|CP094940.1_prot_UOM44773.1_2946	K03969
lcl|CP094940.1_prot_UOM44774.1_2947	K03974
lcl|CP094940.1_prot_UOM44775.1_2948	K08170
lcl|CP094940.1_prot_UOM44776.1_2949	K01451
lcl|CP094940.1_prot_UOM44779.1_2953	K19226
lcl|CP094940.1_prot_UOM44780.1_2954	K19227
lcl|CP094940.1_prot_UOM44781.1_2955	K19228
lcl|CP094940.1_prot_UOM44782.1_2956	K02031
lcl|CP094940.1_prot_UOM44782.1_2956	K02032
lcl|CP094940.1_prot_UOM44782.1_2956	K13892
lcl|CP094940.1_prot_UOM44782.1_2956	K13896
lcl|CP094940.1_prot_UOM44782.1_2956	K19229
lcl|CP094940.1_prot_UOM44782.1_2956	K19230
lcl|CP094940.1_prot_UOM44783.1_2957	K02031
lcl|CP094940.1_prot_UOM44783.1_2957	K02032
lcl|CP094940.1_prot_UOM44783.1_2957	K13892
lcl|CP094940.1_prot_UOM44783.1_2957	K13896
lcl|CP094940.1_prot_UOM44783.1_2957	K19229
lcl|CP094940.1_prot_UOM44783.1_2957	K19230
lcl|CP094940.1_prot_UOM44784.1_2958	K03457
lcl|CP094940.1_prot_UOM44785.1_2959	K09975
lcl|CP094940.1_prot_UOM44786.1_2960	K00208
lcl|CP094940.1_prot_UOM44788.1_2962	K01147
lcl|CP094940.1_prot_UOM49224.1_2965	K04062
lcl|CP094940.1_prot_UOM44791.1_2966	K03113
lcl|CP094940.1_prot_UOM44792.1_2967	K01591
lcl|CP094940.1_prot_UOM44793.1_2968	K19804
lcl|CP094940.1_prot_UOM44794.1_2969	K08992
lcl|CP094940.1_prot_UOM44795.1_2970	K01096
lcl|CP094940.1_prot_UOM44796.1_2971	K01497
lcl|CP094940.1_prot_UOM44797.1_2972	K01681
lcl|CP094940.1_prot_UOM44799.1_2974	K13634
lcl|CP094940.1_prot_UOM44800.1_2975	K03168
lcl|CP094940.1_prot_UOM44802.1_2977	K04774
lcl|CP094940.1_prot_UOM44805.1_2980	K19221
lcl|CP094940.1_prot_UOM44806.1_2981	K06178
lcl|CP094940.1_prot_UOM44807.1_2982	K03566
lcl|CP094940.1_prot_UOM44810.1_2985	K07053
lcl|CP094940.1_prot_UOM44811.1_2986	K01657
lcl|CP094940.1_prot_UOM44811.1_2986	K13503
lcl|CP094940.1_prot_UOM44812.1_2987	K00766
lcl|CP094940.1_prot_UOM44812.1_2987	K13497
lcl|CP094940.1_prot_UOM44813.1_2988	K13498
lcl|CP094940.1_prot_UOM44814.1_2989	K01696
lcl|CP094940.1_prot_UOM44815.1_2990	K01695
lcl|CP094940.1_prot_UOM44816.1_2991	K11529
lcl|CP094940.1_prot_UOM44817.1_2992	K07246
lcl|CP094940.1_prot_UOM44818.1_2993	K13021
lcl|CP094940.1_prot_UOM44824.1_2999	K16090
lcl|CP094940.1_prot_UOM44825.1_3000	K07336
lcl|CP094940.1_prot_UOM44826.1_3001	K07275
lcl|CP094940.1_prot_UOM44827.1_3002	K06940
lcl|CP094940.1_prot_UOM44829.1_3004	K06190
lcl|CP094940.1_prot_UOM44830.1_3005	K16089
lcl|CP094940.1_prot_UOM44830.1_3005	K19611
lcl|CP094940.1_prot_UOM44831.1_3006	K10806
lcl|CP094940.1_prot_UOM44833.1_3008	K01838
lcl|CP094940.1_prot_UOM44833.1_3008	K19270
lcl|CP094940.1_prot_UOM49225.1_3009	K00065
lcl|CP094940.1_prot_UOM44834.1_3010	K07038
lcl|CP094940.1_prot_UOM44835.1_3011	K06956
lcl|CP094940.1_prot_UOM44836.1_3012	K15722
lcl|CP094940.1_prot_UOM44837.1_3013	K03781
lcl|CP094940.1_prot_UOM44838.1_3014	K03478
lcl|CP094940.1_prot_UOM44839.1_3015	K01222
lcl|CP094940.1_prot_UOM44840.1_3016	K03490
lcl|CP094940.1_prot_UOM44841.1_3017	K02759
lcl|CP094940.1_prot_UOM44842.1_3018	K02761
lcl|CP094940.1_prot_UOM44844.1_3020	K02760
lcl|CP094940.1_prot_UOM44845.1_3021	K04064
lcl|CP094940.1_prot_UOM44846.1_3022	K01916
lcl|CP094940.1_prot_UOM44847.1_3023	K05984
lcl|CP094940.1_prot_UOM44848.1_3024	K06006
lcl|CP094940.1_prot_UOM44849.1_3025	K05526
lcl|CP094940.1_prot_UOM44850.1_3026	K01484
lcl|CP094940.1_prot_UOM44851.1_3027	K06447
lcl|CP094940.1_prot_UOM44852.1_3028	K00673
lcl|CP094940.1_prot_UOM44853.1_3029	K00821
lcl|CP094940.1_prot_UOM44853.1_3029	K00840
lcl|CP094940.1_prot_UOM44854.1_3030	K01142
lcl|CP094940.1_prot_UOM44858.1_3034	K05777
lcl|CP094940.1_prot_UOM44859.1_3035	K05778
lcl|CP094940.1_prot_UOM44860.1_3036	K05779
lcl|CP094940.1_prot_UOM44861.1_3037	K21028
lcl|CP094940.1_prot_UOM44862.1_3038	K17884
lcl|CP094940.1_prot_UOM44863.1_3039	K03574
lcl|CP094940.1_prot_UOM44863.1_3039	K08320
lcl|CP094940.1_prot_UOM44864.1_3040	K00261
lcl|CP094940.1_prot_UOM44864.1_3040	K00262
lcl|CP094940.1_prot_UOM44866.1_3042	K03169
lcl|CP094940.1_prot_UOM44867.1_3043	K01008
lcl|CP094940.1_prot_UOM44868.1_3044	K09474
lcl|CP094940.1_prot_UOM44870.1_3046	K04773
lcl|CP094940.1_prot_UOM44871.1_3047	K01424
lcl|CP094940.1_prot_UOM44872.1_3048	K08281
lcl|CP094940.1_prot_UOM44873.1_3049	K01183
lcl|CP094940.1_prot_UOM44875.1_3051	K09916
lcl|CP094940.1_prot_UOM44876.1_3052	K07305
lcl|CP094940.1_prot_UOM44877.1_3053	K00134
lcl|CP094940.1_prot_UOM44878.1_3054	K01792
lcl|CP094940.1_prot_UOM44880.1_3056	K07274
lcl|CP094940.1_prot_UOM44881.1_3057	K07180
lcl|CP094940.1_prot_UOM44882.1_3058	K09786
lcl|CP094940.1_prot_UOM44884.1_3060	K00432
lcl|CP094940.1_prot_UOM44889.1_3065	K00059
lcl|CP094940.1_prot_UOM44889.1_3065	K18335
lcl|CP094940.1_prot_UOM44890.1_3066	K18900
lcl|CP094940.1_prot_UOM44891.1_3067	K03502
lcl|CP094940.1_prot_UOM44892.1_3068	K03503
lcl|CP094940.1_prot_UOM44894.1_3072	K19055
lcl|CP094940.1_prot_UOM49227.1_3075	K03449
lcl|CP094940.1_prot_UOM44897.1_3076	K01937
lcl|CP094940.1_prot_UOM44899.1_3079	K09712
lcl|CP094940.1_prot_UOM44901.1_3081	K06905
lcl|CP094940.1_prot_UOM44902.1_3082	K06907
lcl|CP094940.1_prot_UOM44903.1_3083	K06908
lcl|CP094940.1_prot_UOM44906.1_3087	K06906
lcl|CP094940.1_prot_UOM44912.1_3093	K06903
lcl|CP094940.1_prot_UOM44917.1_3098	K01185
lcl|CP094940.1_prot_UOM44928.1_3109	K07448
lcl|CP094940.1_prot_UOM44928.1_3109	K07503
lcl|CP094940.1_prot_UOM44930.1_3111	K06223
lcl|CP094940.1_prot_UOM44939.1_3120	K13069
lcl|CP094940.1_prot_UOM44939.1_3120	K21021
lcl|CP094940.1_prot_UOM44943.1_3124	K11250
lcl|CP094940.1_prot_UOM44944.1_3125	K02517
lcl|CP094940.1_prot_UOM44944.1_3125	K12974
lcl|CP094940.1_prot_UOM44945.1_3126	K01424
lcl|CP094940.1_prot_UOM44945.1_3126	K05597
lcl|CP094940.1_prot_UOM44949.1_3130	K03182
lcl|CP094940.1_prot_UOM44954.1_3136	K00426
lcl|CP094940.1_prot_UOM44955.1_3137	K00425
lcl|CP094940.1_prot_UOM44956.1_3138	K07217
lcl|CP094940.1_prot_UOM44959.1_3141	K06884
lcl|CP094940.1_prot_UOM44962.1_3144	K09984
lcl|CP094940.1_prot_UOM44966.1_3149	K00031
lcl|CP094940.1_prot_UOM44967.1_3150	K06181
lcl|CP094940.1_prot_UOM44968.1_3151	K12152
lcl|CP094940.1_prot_UOM44969.1_3152	K00566
lcl|CP094940.1_prot_UOM44970.1_3153	K07153
lcl|CP094940.1_prot_UOM44971.1_3154	K01756
lcl|CP094940.1_prot_UOM44974.1_3157	K07660
lcl|CP094940.1_prot_UOM44975.1_3158	K07637
lcl|CP094940.1_prot_UOM44976.1_3159	K18850
lcl|CP094940.1_prot_UOM44977.1_3160	K01258
lcl|CP094940.1_prot_UOM44978.1_3161	K02052
lcl|CP094940.1_prot_UOM44978.1_3161	K11072
lcl|CP094940.1_prot_UOM44978.1_3161	K11076
lcl|CP094940.1_prot_UOM44979.1_3162	K11071
lcl|CP094940.1_prot_UOM44980.1_3163	K11070
lcl|CP094940.1_prot_UOM44980.1_3163	K11074
lcl|CP094940.1_prot_UOM44981.1_3164	K11069
lcl|CP094940.1_prot_UOM44983.1_3166	K20034
lcl|CP094940.1_prot_UOM44984.1_3167	K00615
lcl|CP094940.1_prot_UOM49232.1_3168	K00616
lcl|CP094940.1_prot_UOM44985.1_3169	K01808
lcl|CP094940.1_prot_UOM44985.1_3169	K21911
lcl|CP094940.1_prot_UOM44986.1_3170	K02781
lcl|CP094940.1_prot_UOM44987.1_3171	K02526
lcl|CP094940.1_prot_UOM44988.1_3172	K22129
lcl|CP094940.1_prot_UOM49233.1_3173	K22024
lcl|CP094940.1_prot_UOM49234.1_3174	K01803
lcl|CP094940.1_prot_UOM49234.1_3174	K21910
lcl|CP094940.1_prot_UOM44991.1_3177	K12410
lcl|CP094940.1_prot_UOM44992.1_3178	K00845
lcl|CP094940.1_prot_UOM44992.1_3178	K00884
lcl|CP094940.1_prot_UOM44993.1_3179	K09808
lcl|CP094940.1_prot_UOM44994.1_3180	K09810
lcl|CP094940.1_prot_UOM44995.1_3181	K09808
lcl|CP094940.1_prot_UOM44997.1_3183	K03723
lcl|CP094940.1_prot_UOM44998.1_3184	K16291
lcl|CP094940.1_prot_UOM44998.1_3184	K19234
lcl|CP094940.1_prot_UOM44998.1_3184	K19235
lcl|CP094940.1_prot_UOM44998.1_3184	K19236
lcl|CP094940.1_prot_UOM44999.1_3185	K12151
lcl|CP094940.1_prot_UOM45001.1_3187	K22041
lcl|CP094940.1_prot_UOM45003.1_3189	K02014
lcl|CP094940.1_prot_UOM45005.1_3191	K03885
lcl|CP094940.1_prot_UOM45006.1_3192	K07000
lcl|CP094940.1_prot_UOM45007.1_3193	K01207
lcl|CP094940.1_prot_UOM45008.1_3194	K07251
lcl|CP094940.1_prot_UOM49235.1_3195	K07337
lcl|CP094940.1_prot_UOM45010.1_3197	K02503
lcl|CP094940.1_prot_UOM45011.1_3198	K02778
lcl|CP094940.1_prot_UOM45011.1_3198	K02779
lcl|CP094940.1_prot_UOM45011.1_3198	K02803
lcl|CP094940.1_prot_UOM45011.1_3198	K02804
lcl|CP094940.1_prot_UOM45012.1_3199	K03424
lcl|CP094940.1_prot_UOM45013.1_3200	K02341
lcl|CP094940.1_prot_UOM45014.1_3201	K00943
lcl|CP094940.1_prot_UOM45015.1_3202	K07082
lcl|CP094940.1_prot_UOM45016.1_3203	K02619
lcl|CP094940.1_prot_UOM45017.1_3204	K09458
lcl|CP094940.1_prot_UOM45018.1_3205	K02078
lcl|CP094940.1_prot_UOM45019.1_3206	K00059
lcl|CP094940.1_prot_UOM45020.1_3207	K00645
lcl|CP094940.1_prot_UOM45021.1_3208	K00648
lcl|CP094940.1_prot_UOM49236.1_3209	K03621
lcl|CP094940.1_prot_UOM45022.1_3210	K02911
lcl|CP094940.1_prot_UOM45023.1_3211	K07040
lcl|CP094940.1_prot_UOM45024.1_3212	K06287
lcl|CP094940.1_prot_UOM45025.1_3213	K06179
lcl|CP094940.1_prot_UOM45026.1_3214	K08300
lcl|CP094940.1_prot_UOM45029.1_3217	K03980
lcl|CP094940.1_prot_UOM49237.1_3218	K03810
lcl|CP094940.1_prot_UOM45030.1_3219	K09915
lcl|CP094940.1_prot_UOM49238.1_3220	K03790
lcl|CP094940.1_prot_UOM45031.1_3221	K08162
lcl|CP094940.1_prot_UOM45033.1_3223	K01465
lcl|CP094940.1_prot_UOM45034.1_3224	K12149
lcl|CP094940.1_prot_UOM49239.1_3225	K12148
lcl|CP094940.1_prot_UOM45035.1_3226	K02846
